comment,sent,off
Last dialogue kalakkki makkale  Surajeetan poliyalleeeee,Positive,Not_offensive
Ikka trailer inganeyanegil padam engana polikkum ikka,unknown_state,Not_offensive
കിളിച്ചുണ്ടാൻ മാങ്ങ 2 ..എന്ന് ഇട്ടാൽ മതിയായിരുന്നു,unknown_state,Not_offensive
Lalettan fan anu. But enk idh fans show kananam. But nadakulla. Ufff mammooka nth looka ah,Positive,Not_offensive
innale 7 Mani muthal Kath Kath ninnu trailer nu vendi.....thakarppan trailer .... love you mammukkaaaaaa,Positive,Not_offensive
ചാവാൻ പുറപ്പെട്ട ചാവേർ അവതരിച്ചു ഇനി കൊല്ലാൻ വേണ്ടി മാത്രം തുനിഞ്ഞിറങ്ങിയ അസുരൻ 🤘 #mammukka #mamangam #shylock ഇവിടെ ഏത് റോളും ok യാണ് ഭായ്,Positive,Not_offensive
Looks like netflix series oru film aayi coloring Mach aavunnilla,Negative,Not_offensive
25 k dislike ivaneokke endu manushyarada? Nalladine nalladenn angikarikk,Negative,Offensive_Untargetede
എന്റെ പൊന്നോ ഇജ്ജാതി കൊലകൊല്ലി ഐറ്റം... ഏട്ടാ,Positive,Not_offensive
ലാസ്റ്റ് സീൻ കണ്ടപ്പോൾ മെമ്മറീസ് ഫിലിം ഓര്‍മ വന്നു. കിടിലം ട്രെയിലർ,Positive,Not_offensive
Keerthi ne kaalum enik ishtam.... nammade clasile jaison ile avn nine odukathe nottattaaacute natural kutty,unknown_state,Not_offensive
01:42 പൊളി ശരത്ത്  spotted,unknown_state,Not_offensive
Rolce royce ill ninnula aa irangi varavu...soooooooperb..,Positive,Not_offensive
Onnum parayanilla enna parayana lalettane enik vayya,Positive,Not_offensive
mammokka kidukkum .. katta waiting,Positive,Not_offensive
ഒറ്റവാക്കിൽ പറഞ്ഞാൽ ഗംഭീരം  പക്ഷെ ഒറ്റവാക്കിൽ പറഞ്ഞാൽ തീരില്ലല്ലോ...,Positive,Not_offensive
Makkale ellavarum share cheyyu like Adi namuk thakarkande come fast,unknown_state,Not_offensive
ഇന്ന് മൈസാന്റ ഞാൻ കണ്ടു.എജ്ജാതി പടം.ദിലീപേട്ടനും ആ രണ്ട് പെൺകുട്ടികളും തകർത്തഭിനയിച്ചു. ജാക്ക് ഡാനിയലിന്റെ ക്ഷീണം ദിലീപേട്ടൻ ഇതിലൂടെ തീർത്തു. ക്രിസ്തുമസ് ദിലീപേട്ടനങ്ങെടുത്തു. വരും ദിവസങ്ങളിൽ തിയ്യേറ്ററിൽ പടം ഹൗസ്ഫുൾ ആകും എന്നുറപ്പിച്ചു.ഈ പടം കണ്ടില്ലങ്കിൽ വലിയ നഷ്ടമാകും.മനസ്സ് കീഴടക്കിയ ഒരു സിനിമ.,Positive,Not_offensive
Anusitharayude abinayam rassamilla kaanan yella fillmilum kanakkaan (my personal opinion),Negative,Not_offensive
Mamagam trailer tomorrow kaathirikkunna var undakil like here,Positive,Not_offensive
പൊളിച്ചുട്ടോ  ഇഷ്ട്ടായി പെരുത്ത് ഇഷ്ട്ടായി,Positive,Not_offensive
Bgm    yevideyo   oru game nte 🤔,unknown_state,Not_offensive
ഞാൻ പടം കണ്ടിട്ടാ ട്രയ്ലർ കണ്ടത്,unknown_state,Not_offensive
KGF kanda oru effect trailer kandapol kitty,Positive,Not_offensive
Trailerinu katta waiting ayi nikkunnavar like adikku,unknown_state,Not_offensive
Shylock pole oru heavy trailer ala....bt film nanayirikum annu vishvasikunu,Mixed_feelings,Not_offensive
മാമാങ്കം കണ്ടവർ ഒന്നു ലൈകികെ അഭിപ്രായവും പറയണേ....,unknown_state,Not_offensive
Dislike count kootan budhimuttuna chila aalukal,Negative,Not_offensive
Likes nd konda korayne??180k indairunu ipo 131k???,unknown_state,Not_offensive
Oro cinemayilum puthiya numberukal kond varunna enne njettikyunnu... Itrem varshamayittum abhinayathinde vere vere thalangal aanu kaanich tharunnath.,Positive,Not_offensive
Wait  cheithu  maduthu  ennirangum  padam  ??,unknown_state,Not_offensive
കുഞ്ചാക്കോ ബോബന്റെ സിനിമ കാണാൻ ഇല്ലാലോ എന്നെ വിചാരിച്ചു . പക്ഷെ ഈ മൂവി പൊളിയായിരിക്കും,Positive,Not_offensive
Christ nagar il padicha piller ivide like adi...,unknown_state,Not_offensive
Mammookka de adutha 100 kodi padam aayirikkum #UNDA ennu urapp ullavar like adikkada pillere...,Positive,Not_offensive
4 million +  Adichu polikada makkale,Positive,Not_offensive
അതേയ്... ധർമ്മജൻ പറഞ്ഞപോലെ രണ്ടുംകൂടി വേണ്ടാ ട്ടോ... T O H  വേറെ കുഞ്ഞാലി വേറെ,unknown_state,Not_offensive
ഒരു അനശ്വര നടനായി ജോജു എന്നേ മാറിയിരിക്കുന്നു.... പരീക്ഷണങ്ങൾ ഉച്ചിയിലെത്തി.. ഇനി blockbuster കളുടെ കാലം...  One and only joju..,Positive,Not_offensive
CHEKUTHANMARUDE RAJAVU LUCIFER @lalettan @rajuvettan #romanchification,unknown_state,Not_offensive
Oru Adaaar Item  Ikka pwolikkum Marana Maaasssssss,Positive,Not_offensive
ikkaaaaa     jeevannn,Positive,Not_offensive
Kalapani enna albutha cinema namuk sammanichavr aanu lalettan nd priyan sir... Ethu vidweshavum mathabranthum kerumbo aa oru padam kandu kazhinjal theerum nammde oke pakayum veruppum.... Ikkayum ettanum nammude abimangal aanu.. Namku nammude naadu enna pole. Namude bhashayeyum samsakaretheyum loka nerukayil ethikan avarku aayathu pole arkum sadhichatilla.. Vere onninte perilum thamil adikathe irikuka sahodaranmare.. Nalla padangale vijayipikuka....,Positive,Not_offensive
SHYLOCK and Big Brother.. Ikka um ettanum  vendum nammale thrill adipikkum... 🥰🥰,Positive,Not_offensive
Best Actor,Positive,Not_offensive
മലയാളത്തിനും ഉണ്ടെന്ന് പറഞ്ഞേക് അസ്സൽ ത്രില്ലർ  Waiting,Positive,Not_offensive
machane ithuvarakkum njan itta comments  onnum like kittittila oru like ingotttu adi,unknown_state,Not_offensive
Odiyanu laila oo lailail undaya item,Negative,Not_offensive
200 kodi clubil orapullavar like pls,unknown_state,Not_offensive
aarada prnje fahad fasil villan role aanuh chyyunath enn..  chengayi full possitivil aanello,unknown_state,Not_offensive
ബോക്സ്‌ ഓഫീസ് ഹിറ്റ്‌ അടിക്കുന്നുമുള്ളവർ ലൈക്‌   Joju jorge fans like,unknown_state,Not_offensive
10mim 45k like lalettan the mass,not-malayalam,Not_offensive
Prithiraje than ee pani nirthiko enthon kopile padamado,Negative,Offensive_Targeted_Insult_Individual
Makkalee boxoffice pottitherikkan pokunnu.. katta waiting,Positive,Not_offensive
Ith powlikkum nivin career best aakum ennu urappullavar adi like,unknown_state,Not_offensive
average  nalla story indanki kolluthum ellanki kanalkanu,Mixed_feelings,Not_offensive
Pakka mass..... Ikkka heavy    Bgm pwolich,Positive,Not_offensive
Bgm is similar to Ratchasan movie.... ഗോപി സുന്ദര്‍ അതും അടിച്ചു മാറ്റി.,Negative,Not_offensive
പഴകും തോറും വീര്യം കൂടും ...ഇക്ക പെരുത്തിഷ്ടം,Positive,Not_offensive
കഥയും കഥാപാത്രങ്ങളും 2019 ൽ മമ്മുക്ക നമുക്ക് സമ്മാനിച്ചു.. ഇനി അസുരനുമായി 2020 ഭരിക്കാൻ അവൻ വന്നു,Positive,Not_offensive
youva thara nirayil eni yeattavum muzhangi keelkkunnath tovinoyude Peru aayirikkum...,Positive,Not_offensive
Sound Modulation... എന്റെ പൊന്ന് ഇക്കാ.... നിങ്ങ മാസല്ല മരണ മാസാ.....,Positive,Not_offensive
സത്യം പറയാലോ എന്തൊരു  മോശം ട്രൈലെർ ആണ്,Negative,Not_offensive
Raju ettan villan surajettan hero pole thonni.endhokke aayalum trailer polichadukki,Positive,Not_offensive
Fans show unndavummo?,unknown_state,Not_offensive
ഞാൻ കുറച്ചു സപ്പോർട്ടിങ് ട്രോൾസ് ഉണ്ടാക്കി ട്രോള് മോളിവുഡിൽ ഇട്ടിട്ടുണ്ട്,Positive,Not_offensive
Ijjathi item Mammookka ningalk vayass 68 thanneyano,Positive,Not_offensive
Sirea ethu keari koluthunna lekshanam undallo... bumbar hitavattea,Positive,Not_offensive
Fahadikkante katta fans like adikko,unknown_state,Not_offensive
ഇത് എന്താണ് ഭായ് സിനിമയിൽ ഇതൊന്നും ഇല്ലല്ലോ...ഉണ്ടെങ്കിൽ ബോറടിച്ചേനെ...പടം ഉഷാറാണ്.. ഈ വർഷത്തെ BEST FILM,Positive,Not_offensive
Ith kandit Sharukh khante fan movie orma varunnu,Mixed_feelings,Not_offensive
Adukala oru aan kutiye palathum padipikum.....parasyam kand vannavar...,unknown_state,Not_offensive
Madhura Raajaye pottikkum ennavar like adi,unknown_state,Not_offensive
തൃശ്ശൂർകാരൊന്നും ഇല്ലെടാ ഇവിടെ  അടിച്ചു പൊട്ടിക്കേടാ ലൈക്‌ ബട്ടൺ,unknown_state,Not_offensive
E movie full kittaan valla vaziyum ndo...,unknown_state,Not_offensive
Above 250 cr collection kittum ennullavar ivide come on,Positive,Not_offensive
Veruthe oru like enikkum thanne    Hbd ikka,unknown_state,Not_offensive
namal eyide kure padangal kandu  kumbalangi nights njan prakasan oru yamandan ....  ee padagalude karyam orkkubol ellavarum vaanollam pokkiparayum  ellayidathum enne ellavarum kaliyaki a10te acting compare cheythu parayumbol enikku poliyum    ellathinteyum avsaanmaayi ittimany predeeksha tharunnu    d grade cheyyunnavarude  karyam kelkathe ethu valiyoru hit aakimaattanam,Positive,Not_offensive
കിളിച്ചുണ്ടൻ മാമ്പഴം എന്ന movie യിലെ പോലെ ശബ്ദം ഫീൽ ചെയ്തത് എനിക്ക് മാത്രമാണോ?,Mixed_feelings,Not_offensive
കൊളഗണ്ടിലെ ഇറുക്കെ.. കൊല്ലാമെ വിടമാട്ടെ    ONCE APON A TIME THERE WAS A കള്ളൻ & പോലീസ്🤙🤙,unknown_state,Not_offensive
Jose ne kanumbol mani chettan tirich vannapole feeling ..,Positive,Not_offensive
Trailor kandappol padam flop aakum enn thooniyath enikk mathramano?,unknown_state,Not_offensive
മമ്മൂക്ക ഫാൻ ആയ ഞാൻ പോലും ലൈക്ക് അടിച്ചു,Positive,Not_offensive
Ammo Porichu.... Ithu kidilan,Positive,Not_offensive
Oru 25-30 Million Views engillum ee trailerinu kittanam !,unknown_state,Not_offensive
Lucifer le item dance video song erakkan patvo... Illa le,unknown_state,Not_offensive
Goosebumps... What a BG... Mass ka baap,not-malayalam,not-malayalam
ഉസ്മാനെ ആ തോക്കിങ്ങെടുക്ക് ഉസ്മാനെ കേറി വാ ഉസ്മാനെ എജ്ജാതി,unknown_state,Not_offensive
Epo madhura Raja trailer kande ollu ethu kandappo tharichu poyi. Ettan effect,Positive,Not_offensive
ഒറ്റ പേര്  ഷേൻ നിഗം  ഇസ്‌തം,Positive,Not_offensive
Trailer dint excite me at all,not-malayalam,not-malayalam
moonjiya warier. Tamilzhamarude oookal kazhinu. Parakoothi,Negative,Offensive_Targeted_Insult_Individual
ഒന്നാമത്തെ കാര്യം ഈ historical films കണ്ട് കണ്ട് മടുത്തു. വല്യ പാടാ ഇനി,Negative,Not_offensive
padam boring aayi thonniyille. oru award movie pole und. But good one. paisa kalayan onnum pattilla.,Negative,Not_offensive
പടം പൊളിച്ച്. ഒരു രക്ഷയും ഇല്ല മരണ മാസാണ്,Positive,Not_offensive
Any SLR fans ...Jai pubg ..Jai ikka,not-malayalam,not-malayalam
ommaaaaala ROYAL MECH ROCK MECHANICAL daaaa,Positive,Not_offensive
Trailer pora..Oru pathu kollam mumbulla tamil cinemade trailer polund,Negative,Not_offensive
Prithvi Fans from karnataka hit like.,not-malayalam,not-malayalam
RSS Kaar Ee moovi Kaano 🤔,unknown_state,Not_offensive
Pwolikum... visual and Bgm kelkmbozhe ariyam... Triller pwoliknnu,Positive,Not_offensive
സ്വാസിക കുട്ടിക്ക് എല്ലാ വിധ വിജയവും ഉണ്ടാകട്ടെ....,Positive,Not_offensive
Padam kandu...Average movie...Pokkiri raja far better than Madhura raja....Mammukka and salim kumar kidukki,Mixed_feelings,Not_offensive
Njan Mohanlal fan aanu. Enikk 28 vayassayi.pakshe trailer theere pora,Negative,Not_offensive
ഈ ട്രെയിലർ ബിഗ്  ബ്രദർ എഡിറ്റ് ചെയ്ത മരങോടനെ ഒന്നു കാണിച്ചു കൊടുക്കു,unknown_state,Not_offensive
Madhuraraja 1 hour 40 k likes  Lucifer 1 min 40 k likes,Positive,Not_offensive
Best of luck from rocking star yash fans karnataka,not-malayalam,not-malayalam
Ithoke kaanumbola vere pala nadanmareyum kinitil idan thonnunath,Positive,Not_offensive
WATER MELON DAYS VS KUMBALANGI NIGHTS -,not-malayalam,not-malayalam
Wow malayalam movie ishtam njhan Mangaloren,Positive,Not_offensive
Ettante records pottikkan ettan mathrame ollu inn malayala chinimayil,Positive,Not_offensive
Ente channelil ninnum nyan oru short flim undaakkaan plan cheyunnund അത് ningalk kaananamenkil ente channel subscribe cheyoo,unknown_state,Not_offensive
ഇൗ പടം നാളെ തന്നെ ഒന്നു റിലീസ് ആക്കിയാൽ കൊള്ളാമെന്ന് താൽപര്യം ഉള്ളവർ ലൈക് ഇടാനുള്ള ഗ്യപ് ഇവിടെ,unknown_state,Not_offensive
Ikka fan aanne  Ennalum parayuva kolakolli item,Positive,Not_offensive
Njan mathram ano padam kand വന്നു veendum trailer edth noki veendum padam kanan poyathangane പോയവര്‍ അടി like,unknown_state,Not_offensive
ഇക്കാ ഫാൻസിന്റെ  power കാണിച്ചു  കൊടുക്ക്  മക്കളെ,unknown_state,Not_offensive
ഇക്ക ഫാൻസ് എന്റെ ചാനെൽ സബ്സ്ക്രൈബ് ചെയ്യുമോ. എനിക്ക് വേറെ ആരോടും ചോദിക്കാൻ പറ്റില്ല പ്ലീസ്.,unknown_state,Not_offensive
